state,district,ASIS_Score,ASIS_Category,enrollment_score,compliance_score,youth_score,recency_score,total_enrollments,total_updates
Assam,Dhemaji,40.90612682904988,🟠 Needs Attention,14.740784248865213,65.11475409836065,0.8208121192006265,100.0,609.0,1986.0
Assam,Dhubri,43.44336309859335,🟠 Needs Attention,31.635804619485768,54.510703363914374,1.2997834870760991,100.0,1307.0,3565.0
Assam,Dibrugarh,46.39266197336269,🟠 Needs Attention,26.286521665464072,73.56025758969642,0.4665643051974595,100.0,1086.0,3998.0
Assam,Dima Hasao,44.914916369974364,🟠 Needs Attention,0.7261470073332617,100.0,0.10335756424824494,98.35616438356163,30.0,224.0
Assam,Goalpara,40.39301926696449,🟠 Needs Attention,17.935831081131564,58.94878706199461,1.1002927085054592,100.0,741.0,2187.0
Assam,Golaghat,42.624099922880575,🟠 Needs Attention,24.398539446397596,60.594648166501486,0.6235041893436779,100.0,1008.0,3057.0
Assam,Hailakandi,40.69488602423105,🟠 Needs Attention,19.75119859946472,58.359853121175036,0.7182526563915301,100.0,816.0,2384.0
Assam,Hojai,39.35750298000665,🟠 Needs Attention,14.305096044465257,59.1554054054054,1.108491261262879,100.0,591.0,1751.0
Assam,Jorhat,47.64018708292167,🟠 Needs Attention,28.319733285997206,76.27668659265585,0.30038179583417185,100.0,1170.0,4466.0
Assam,Kamrup,50.57953653521908,🟡 Moderate,44.29496744732897,68.56362643364281,0.6005587704387173,100.0,1830.0,6277.0
Assam,Kamrup Metro,49.946174997101124,🟠 Needs Attention,41.41458431824036,69.78971962616822,0.2974791803478376,100.0,1711.0,5974.0
Assam,Karbi Anglong,43.855635536222735,🟠 Needs Attention,22.437942526597787,67.58620689655173,0.9108042164218754,100.0,927.0,3136.0
Assam,Karimganj,45.415458675384635,🟠 Needs Attention,37.78384928157405,55.55697823303457,0.7642373306151122,100.0,1561.0,4339.0
Assam,Kokrajhar,43.81811229115125,🟠 Needs Attention,18.25049478430931,72.63576158940397,0.7360938340298943,100.0,754.0,2742.0
Assam,Lakhimpur,42.60942763731545,🟠 Needs Attention,21.929639621464503,63.37375964718853,0.7483833563158475,100.0,906.0,2874.0
Assam,Majuli,45.94469245600486,🟠 Needs Attention,3.5339154356885407,99.18367346938777,0.3543978318054231,100.0,146.0,729.0
Assam,Marigaon,40.89944878250115,🟠 Needs Attention,19.315510395064763,59.2991239048811,1.1200587510457845,100.0,798.0,2369.0
Assam,Nagaon,49.731304471699744,🟠 Needs Attention,43.18154203608463,66.22969187675069,0.8776755667467496,100.0,1784.0,5911.0
Assam,Nalbari,47.22074487763483,🟠 Needs Attention,26.552775568152935,76.6120218579235,0.4076269708323006,100.0,1097.0,4206.0
Assam,North Cachar Hills,41.09145871188791,🟠 Needs Attention,5.615536856710557,77.25321888412017,0.3739717353787958,100.0,232.0,900.0
Assam,Sibsagar,49.814599350814454,🟠 Needs Attention,20.090067202886907,94.89771359807462,0.2526031617189032,100.0,830.0,3943.0
Assam,Sivasagar,11.67934113126572,🔴 Critical,0.09681960097776823,0.0,6.710770044985446,49.863013698630134,4.0,0.0
Assam,Sonitpur,50.811290521961354,🟡 Moderate,42.45539502875136,71.92022792022792,0.37846013311587184,100.0,1754.0,6311.0
Assam,South Salmara Mankachar,36.60336190107368,🟠 Needs Attention,5.930200559888304,58.69918699186992,0.5980199405588518,100.0,245.0,722.0
Assam,Sribhumi,46.07975515962971,🟠 Needs Attention,3.5823252361774247,100.0,0.020230355105951968,100.0,148.0,1902.0
Assam,Tamulpur District,45.19744691130127,🟠 Needs Attention,1.1860401119776607,100.0,0.024073757407218115,99.17808219178083,49.0,504.0
Assam,Tinsukia,46.45376804110442,🟠 Needs Attention,29.021675393086024,70.58333333333334,0.405728359381105,100.0,1199.0,4235.0
Assam,Udalguri,45.62642861107542,🟠 Needs Attention,22.70419642928665,74.82428115015975,0.43639757899794746,100.0,938.0,3513.0
Assam,West Karbi Anglong,38.61126947993204,🟠 Needs Attention,3.8001693383774033,69.49367088607595,0.3912038275993327,100.0,157.0,549.0
Bihar,Araria,40.534353475587935,🟠 Needs Attention,17.170513653380645,59.15750915750916,2.3752883607857984,100.0,1091.0,3230.0
Bihar,Arwal,39.074994285913064,🟠 Needs Attention,9.159705725268136,64.52830188679245,0.7800283865380451,100.0,582.0,1881.0
Bihar,Aurangabad,42.681134481543225,🟠 Needs Attention,25.11836827753942,59.46149029430182,1.121005698823764,100.0,1596.0,4748.0
Bihar,Aurangabad(Bh),45.42278878342662,🟠 Needs Attention,1.3849726869821237,100.0,0.029187909327927416,100.0,88.0,542.0
Bihar,Banka,43.183798873038945,🟠 Needs Attention,21.59298325613038,65.59359067734887,1.2300249074504566,100.0,1372.0,4503.0
Bihar,Begusarai,44.38576138579231,🟠 Needs Attention,27.479117175804408,63.125357756153406,1.4427471760505426,100.0,1746.0,5514.0
Bihar,Bhabua,41.81020560951385,🟠 Needs Attention,0.4564114536645634,86.66666666666666,0.02646202699126753,100.0,29.0,130.0
Bihar,Bhagalpur,44.286305768628395,🟠 Needs Attention,28.045696911388003,61.918115535614135,1.5722712452338548,100.0,1782.0,5520.0
Bihar,Bhojpur,46.33245956647718,🟠 Needs Attention,36.33979470729231,61.004329004329,0.7177556128289807,100.0,2309.0,7046.0
Bihar,Buxar,42.29872264686009,🟠 Needs Attention,23.371414092823333,60.45760430686406,0.6915893691883027,100.0,1485.0,4492.0
Bihar,Darbhanga,46.699686691678075,🟠 Needs Attention,38.22839382590429,59.596707818930035,1.327966356697124,100.0,2429.0,7241.0
Bihar,East Champaran,46.00086340136046,🟠 Needs Attention,39.75501144678232,54.69726948951326,1.6001703797898075,100.0,2526.0,6911.0
Bihar,Gaya,44.60362863509363,🟠 Needs Attention,32.971792945767604,57.1087786259542,1.7395843794991952,100.0,2095.0,5985.0
Bihar,Gopalganj,41.07933231766578,🟠 Needs Attention,21.19952510641955,57.46290801186944,1.414991131090226,100.0,1347.0,3873.0
Bihar,Jamui,38.31205511972766,🟠 Needs Attention,12.496230834815979,56.075471698113205,2.1772717790182727,100.0,794.0,2229.0
Bihar,Jehanabad,41.26048160466053,🟠 Needs Attention,16.792793829658248,64.30711610486892,0.5834577181832918,100.0,1067.0,3434.0
Bihar,Kaimur (Bhabua),37.84289704351899,🟠 Needs Attention,10.84370660603049,56.31884057971014,2.0402996671292075,100.0,689.0,1943.0
Bihar,Katihar,41.32571460868293,🟠 Needs Attention,21.68741321206098,56.75126903553299,2.526693544725526,100.0,1378.0,3913.0
Bihar,Khagaria,38.79197874187162,🟠 Needs Attention,14.731073125173495,55.85912486659552,1.6315023506827635,100.0,936.0,2617.0
Bihar,Kishanganj,37.29521544029714,🟠 Needs Attention,8.183929513985277,55.43186180422265,3.928284540183564,100.0,520.0,1444.0
Bihar,Lakhisarai,38.98520508758004,🟠 Needs Attention,8.215406165962142,64.51242829827916,1.5699046528864564,100.0,522.0,1687.0
Bihar,Madhepura,40.502217515975104,🟠 Needs Attention,16.241952420063086,60.81316553727008,1.705361622554624,100.0,1032.0,3141.0
Bihar,Madhubani,47.313376143677644,🟠 Needs Attention,41.47048897952154,57.95144157814871,1.5374762211360042,100.0,2635.0,7638.0
Bihar,Monghyr,45.20346622979402,🟠 Needs Attention,0.6610096915141953,100.0,0.020653289359038072,100.0,42.0,244.0
Bihar,Munger,38.113717794708315,🟠 Needs Attention,10.387295152365926,58.69894099848714,1.2911759975070145,100.0,660.0,1940.0
Bihar,Muzaffarpur,49.32813957209126,🟠 Needs Attention,46.67987488169293,60.07414897202562,1.2225594583078947,100.0,2966.0,8912.0
Bihar,Nalanda,43.60710857778196,🟠 Needs Attention,27.038444048128277,60.802792321116925,1.1795091322569822,100.0,1718.0,5226.0
Bihar,Nawada,41.45716703041854,🟠 Needs Attention,22.694666075320708,57.449757449757456,1.145311381531854,100.0,1442.0,4145.0
Bihar,Pashchim Champaran,45.981995247349644,🟠 Needs Attention,1.274804405063091,100.0,2.3982157033228746,100.0,81.0,618.0
Bihar,Patna,52.72263484946991,🟡 Moderate,53.352925100788624,65.86257741079328,1.0044518661400241,100.0,3390.0,11167.0
Bihar,Purba Champaran,45.50554284903117,🟠 Needs Attention,1.6682625547739214,100.0,0.020256330395970277,100.0,106.0,797.0
Bihar,Purbi Champaran,24.979805958607763,🔴 Critical,0.3777198237223973,0.0,59.57554908706007,49.863013698630134,24.0,0.0
Bihar,Purnea,45.57378640544495,🟠 Needs Attention,2.1561506604153515,100.0,0.14612099366492748,99.45205479452055,137.0,866.0
Bihar,Purnia,42.73285741377647,🟠 Needs Attention,25.00819999562039,58.62893081761007,2.2926588427513415,100.0,1589.0,4661.0
Bihar,Rohtas,44.584179331556825,🟠 Needs Attention,26.125621140799147,65.97230583985551,1.0136661174128292,100.0,1660.0,5479.0
Bihar,Saharsa,40.08098856716303,🟠 Needs Attention,17.201990305357512,58.15356489945155,1.528001002771549,100.0,1093.0,3181.0
Bihar,Samastipur,46.140267642557376,🟠 Needs Attention,39.04678677730283,56.277195809830786,1.4277306276353352,100.0,2481.0,6984.0
Bihar,Samstipur,45.35399102375462,🟠 Needs Attention,1.1646361231440585,100.0,0.018400747245583382,100.0,74.0,529.0
Bihar,Saran,49.101859772576304,🟠 Needs Attention,48.85176386809672,56.88244766505636,0.9028747835328155,100.0,3104.0,8831.0
Bihar,Sheikhpura,38.024136964127045,🟠 Needs Attention,6.767480175026286,62.64501160092807,1.3305600455485624,100.0,430.0,1350.0
Bihar,Sheikpura,45.117878365563485,🟠 Needs Attention,0.3777198237223973,100.0,0.018249673787081058,100.0,24.0,178.0
Bihar,Sheohar,36.558032401244006,🟠 Needs Attention,5.681535681824394,58.011049723756905,1.4032370630298496,100.0,361.0,1050.0
Bihar,Sitamarhi,41.27498742801576,🟠 Needs Attention,26.314481052660344,51.081888822474596,2.4406836263960545,100.0,1672.0,4273.0
Bihar,Siwan,46.808064981672004,🟠 Needs Attention,39.21990836317559,59.32611311672684,0.8422567741504533,100.0,2492.0,7395.0
Bihar,Supaul,41.12457851397717,🟠 Needs Attention,22.143824665725543,56.67613636363637,1.249588093401641,100.0,1407.0,3990.0
Bihar,Vaishali,44.7961100166591,🟠 Needs Attention,35.99355153554678,54.72027972027972,1.2718985037005355,100.0,2287.0,6260.0
Bihar,West Champaran,39.5764597683946,🟠 Needs Attention,20.097842287229227,51.34585289514867,2.8425754337546456,100.0,1277.0,3281.0
Chandigarh,Chandigarh,59.85146782067788,🟡 Moderate,60.467411395485634,85.32088681446908,1.5240907936596912,100.0,856.0,3656.0
Chandigarh,Mohali,25.004410337831878,🟠 Needs Attention,0.0,100.0,0.017641351327511684,0.0,0.0,11.0
Chandigarh,Rupnagar,42.71241749523355,🟠 Needs Attention,0.2119184978813749,100.0,0.020025317723121376,88.21917808219179,3.0,33.0
Chhattisgarh,Balod,45.343182715922325,🟠 Needs Attention,22.067932579066998,73.31983805668015,1.571373712128735,100.0,493.0,1811.0
Chhattisgarh,Baloda Bazar,49.59510594094556,🟠 Needs Attention,45.79207916508223,61.73828125,1.6916475156835722,100.0,1023.0,3161.0
Chhattisgarh,Balrampur,40.02036890757705,🟠 Needs Attention,21.44125700887037,52.541666666666664,1.8103005529970866,100.0,479.0,1261.0
Chhattisgarh,Bastar,44.516328307865315,🟠 Needs Attention,26.365136488986735,64.57627118644068,1.8508782582365046,100.0,589.0,1905.0
Chhattisgarh,Bemetara,42.1360393335441,🟠 Needs Attention,22.067932579066998,59.83805668016195,2.2245815591340423,100.0,493.0,1478.0
Chhattisgarh,Bijapur,39.56808424864579,🟠 Needs Attention,15.26402638836074,58.59649122807017,1.3590141004800966,100.0,341.0,1002.0
Chhattisgarh,Bilaspur,53.83961457778769,🟡 Moderate,59.981804575963025,61.655480984340045,1.7248118356551043,100.0,1340.0,4134.0
Chhattisgarh,Dakshin Bastar Dantewada,45.63106101989797,🟠 Needs Attention,13.02589935194421,86.16438356164383,0.728781295614986,100.0,291.0,1258.0
Chhattisgarh,Dantewada,45.36058165140862,🟠 Needs Attention,8.68393290129614,90.35897435897436,0.6626327651047512,100.0,194.0,881.0
Chhattisgarh,Dhamtari,48.76321695253755,🟠 Needs Attention,21.575544631055358,87.86749482401657,1.2947194288671762,100.0,482.0,2122.0
Chhattisgarh,Durg,55.62484876280996,🟡 Moderate,46.28446711309386,85.17874396135267,1.7792905541745463,100.0,1034.0,4408.0
Chhattisgarh,Gariyaband,52.285842162645466,🟡 Moderate,23.76890912674356,100.0,0.6206776984895878,100.0,531.0,2832.0
Chhattisgarh,Gaurela-Pendra-Marwahi,46.1076095469508,🟠 Needs Attention,3.8495785026364335,100.0,0.24930014902299408,99.45205479452055,86.0,445.0
Chhattisgarh,Gaurella Pendra Marwahi,16.05284668713834,🔴 Critical,0.13428762218499185,0.0,24.159830643027256,49.863013698630134,3.0,0.0
Chhattisgarh,Janjgir - Champa,45.327952473691894,🟠 Needs Attention,1.0743009774799348,100.0,0.02264872179165256,100.0,24.0,204.0
Chhattisgarh,Janjgir Champa,45.33941648937085,🟠 Needs Attention,1.1190635182082656,100.0,0.014789735633475552,100.0,25.0,339.0
Chhattisgarh,Janjgir-Champa,50.87100126357758,🟡 Moderate,49.10450717897869,63.07832422586521,1.4802722136706858,100.0,1097.0,3463.0
Chhattisgarh,Jashpur,47.1525499658889,🟠 Needs Attention,31.78140391711474,69.08579465541492,1.3867205076030074,100.0,710.0,2456.0
Chhattisgarh,Kabeerdham,39.0277993476632,🟠 Needs Attention,9.042033227122785,62.66009852216749,2.6006589959379682,100.0,202.0,636.0
Chhattisgarh,Kanker,47.60812448220039,🟠 Needs Attention,26.902286977726703,77.27574750830564,0.8740060472238731,100.0,601.0,2326.0
Chhattisgarh,Kawardha,39.36209428729617,🟠 Needs Attention,10.83253485625601,61.1522633744856,3.2970719471918852,100.0,242.0,743.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,42.147646105183696,🟠 Needs Attention,5.729605213226319,81.55038759689923,0.16467056796397933,100.0,128.0,526.0
Chhattisgarh,Kondagaon,41.61109242275808,🟠 Needs Attention,16.517377528753997,64.97297297297297,1.6505436835545573,100.0,369.0,1202.0
Chhattisgarh,Korba,49.607072412530414,🟠 Needs Attention,39.88342378894258,69.43946188340807,1.1287192199824987,100.0,891.0,3097.0
Chhattisgarh,Koriya,50.2841348427861,🟡 Moderate,21.79935733469701,94.09836065573771,0.8789499137702913,100.0,487.0,2296.0
Chhattisgarh,Mahasamund,40.612702783377316,🟠 Needs Attention,20.635531275760414,55.108225108225106,2.5799484943716715,100.0,461.0,1273.0
Chhattisgarh,Manendragarhchirmiribharatpur,15.291082296903943,🔴 Critical,0.0,60.0,1.1643291876157713,0.0,0.0,3.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,46.90195409484984,🟠 Needs Attention,6.266755701966287,100.0,0.08770953703982698,100.0,140.0,746.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,45.17487860366809,🟠 Needs Attention,0.5371504887399674,100.0,0.054933828184403476,100.0,12.0,145.0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,44.48864026460246,🟠 Needs Attention,5.998180457596303,90.07407407407408,0.68267043522021,100.0,134.0,608.0
Chhattisgarh,Mungeli,41.630739939981744,🟠 Needs Attention,15.756414336372378,65.09915014164305,2.5161124146370595,100.0,352.0,1149.0
Chhattisgarh,Narayanpur,35.5972569712694,🟠 Needs Attention,3.1333778509831434,54.647887323943664,3.981087139954165,100.0,70.0,194.0
